Ideal_Sum	Received_Signal
297.331617187328	302.205662462875
296.08665605391	258.727623649297
296.803789440688	274.655721801954
296.259554271716	278.698548502315
296.366590835333	300.337370455562
299.341982401791	272.193436595029
293.186934210613	314.172893850195
296.576218878788	300.916461703508
302.044663543334	316.997223659782
300.756021881099	306.781379594077
301.323044790292	273.654378652898
292.787149559181	291.587975314928
300.401863073821	280.377699959855
296.670440588024	285.307407759306
290.75370901872	284.718022989734
300.578780755726	299.29036777594
294.974957314147	220.342449644812
302.35552136199	315.550222414496
296.96509602492	300.375213763029
295.306288720704	320.287740126876
298.434834535888	235.481708033905
297.59109986973	296.006230044487
297.048817099335	338.110742935405
294.815102860341	271.611790927499
296.257580615729	330.449763246707
299.673497590104	314.920609913049
292.002558180938	272.055983058917
303.027743717918	318.764237312467
296.212834471438	334.209119165195
295.877103117268	284.015838197267
301.819293353005	284.642658950317
299.933294095479	305.848524158429
293.447828270103	315.707703223554
292.805199746756	319.716713964434
295.519491379054	243.242662547897
302.39519930305	311.205797362277
298.418197773969	338.410554713267
296.022439026766	304.938073558971
291.019030234948	304.445617981337
296.781603371435	279.220622248358
299.49344391123	277.326223511678
294.858362294537	291.248733494531
298.2544597881	290.741892144715
292.712670668675	317.084053344338
298.677207728625	282.880271731008
296.507160319839	342.114133174202
295.421167048526	286.065249640142
295.289905596382	298.308758884744
297.332189258035	282.30478724571
296.642809695502	270.586913003703
298.826808505515	353.592696958341
295.54524691231	332.286442338758
297.093185767444	306.383158276969
297.778968171307	305.042954618722
298.381243976584	295.023031285401
290.540820705797	333.310285995858
298.689667998702	269.880450125123
299.622498221137	292.102162833129
301.592207124871	262.912018515603
301.14355194694	295.18191433985
295.705793010041	268.799866926829
297.917579142896	256.049524734707
289.632425114452	287.836645990091
296.845182265575	285.791428690772
299.810009129861	291.366535578347
304.107121431747	320.523691960233
297.104397628353	286.916126182042
298.180184747847	233.755158357999
285.993319493921	274.545116202549
292.319075463661	293.019823530908
296.70973393881	319.656435838898
292.877854261634	315.576959170658
300.03344863872	262.271221700814
296.00874567998	291.271367434986
300.054330738584	318.007689638149
300.911876054695	326.139111235101
296.217955179839	273.777133873818
294.703191536606	279.881679383291
300.224166753287	325.58134856246
301.833825194459	255.078568360001
300.496123878275	327.130840269769
299.134619598644	271.351493399654
293.943821808762	291.5664112927
297.649995070321	302.621280965234
296.500751866349	294.89493883118
302.994949700928	303.130664365902
293.749098551793	299.905974916931
295.971459286922	302.302594395181
297.9557188217	265.102160571605
293.983727625588	240.88613012574
296.868103885117	324.884971473705
298.074982789617	323.744059769546
298.358817210747	299.452406359841
298.669818358336	246.948875890408
299.708268537874	334.521030247304
298.86076726658	342.122101945151
